DATA_BASE;TIPO_DESENROLA;UNIDADE_FEDERACAO;COD_CONGLOMERADO_FINANCEIRO;NOME_CONGLOMERADO_FINANCEIRO;NUMERO_OPERACOES;VOLUME_OPERACOES
202411;1;RN;51884;INTER;2;301,99
202411;1;RN;10069;ITAU;2;27,44
202411;1;RN;52058;NUBANK;6;607,51
202411;1;RN;30379;SANTANDER;7;1384,22
202411;1;RO;10045;BRADESCO;3;3153,04
202411;1;RO;51626;CAIXA ECONÔMICA FEDERAL;1753;2165984,76
202411;1;RO;51884;INTER;1;98,64
202411;1;RO;52058;NUBANK;5;716,31
202411;1;RO;30379;SANTANDER;8;874,33
202411;1;RR;49944;BTG PACTUAL;1;100,30
202411;1;RR;51626;CAIXA ECONÔMICA FEDERAL;428;459136,28
202411;1;RR;10069;ITAU;2;108,56
202411;1;RR;30379;SANTANDER;1;1345,02
202411;1;RS;49906;BB;1;50,92
202411;1;RS;10045;BRADESCO;50;35389,72
202411;1;RS;49944;BTG PACTUAL;2;351,05
202411;1;RS;51626;CAIXA ECONÔMICA FEDERAL;9063;9917332,37
202411;1;RS;51884;INTER;1;148,29
202411;1;RS;10069;ITAU;16;1815,44
202411;1;RS;52058;NUBANK;24;2436,61
202411;1;RS;30379;SANTANDER;45;11308,72
202411;1;SC;10045;BRADESCO;6;847,71
202411;1;SC;49944;BTG PACTUAL;3;384,21
202411;1;SC;51626;CAIXA ECONÔMICA FEDERAL;4100;5233974,67
202411;1;SC;10069;ITAU;8;264,18
202411;1;SC;52058;NUBANK;6;769,19
202411;1;SC;30379;SANTANDER;22;3894,16
202411;1;SE;49906;BB;1;110,05
202411;1;SE;10045;BRADESCO;1;14,28
202411;1;SE;49944;BTG PACTUAL;1;197,40
202411;1;SE;51626;CAIXA ECONÔMICA FEDERAL;1551;1633327,09
202411;1;SE;51884;INTER;1;50,67
202411;1;SE;10069;ITAU;2;12,82
202411;1;SE;52058;NUBANK;2;263,57
202411;1;SE;30379;SANTANDER;2;114,34
202411;1;SP;49906;BB;5;314,41
202411;1;SP;30290;BMG;2;403,55
202411;1;SP;10045;BRADESCO;53;13289,77
202411;1;SP;49944;BTG PACTUAL;46;6168,75
202411;1;SP;52072;C6 BANK;4;637,91
202411;1;SP;51626;CAIXA ECONÔMICA FEDERAL;30090;32350435,50
202411;1;SP;51884;INTER;11;1656,13
202411;1;SP;10069;ITAU;160;11981,98
202411;1;SP;52058;NUBANK;68;7543,63
202411;1;SP;30379;SANTANDER;256;59861,15
202411;1;TO;49906;BB;1;98,19
202411;1;TO;51626;CAIXA ECONÔMICA FEDERAL;578;627977,69
202411;1;TO;51884;INTER;1;51,36
202411;1;TO;10069;ITAU;1;25,05
202411;1;TO;52058;NUBANK;2;197,26
202411;1;TO;30379;SANTANDER;3;138,68
202411;2;AC;52072;C6 BANK;1;209,60
202411;2;AL;30173;BANRISUL;1;675,09
202411;2;AL;10045;BRADESCO;1;644,02
202411;2;AL;30379;SANTANDER;2;10773,15
202411;2;AM;30173;BANRISUL;1;785,05
202411;2;AM;10045;BRADESCO;1;1376,46
202411;2;AP;30173;BANRISUL;1;3679,36
202411;2;AP;51011;VOTORANTIM;1;4712,42
202411;2;BA;30173;BANRISUL;3;4278,78
202411;2;BA;49906;BB;1;180,64
202411;2;BA;10045;BRADESCO;14;148413,28
202411;2;BA;52072;C6 BANK;4;2604,45
202411;2;BA;51011;VOTORANTIM;4;18501,70
202411;2;CE;30173;BANRISUL;3;4692,33
202411;2;CE;10045;BRADESCO;11;102004,43
202411;2;CE;51011;VOTORANTIM;1;481,08
202411;2;DF;30173;BANRISUL;6;27492,46
202411;2;DF;51011;VOTORANTIM;2;10221,93
202411;2;ES;10045;BRADESCO;2;26419,25
202411;2;ES;51011;VOTORANTIM;1;979,21
202411;2;GO;30173;BANRISUL;3;29088,52
202411;2;GO;10045;BRADESCO;4;11546,95
202411;2;GO;10069;ITAU;1;88,80
202411;2;MA;10045;BRADESCO;4;95392,11
202411;2;MA;51011;VOTORANTIM;2;2389,02
202411;2;MG;30173;BANRISUL;5;7611,72
202411;2;MG;10045;BRADESCO;14;164910,17
202411;2;MG;52072;C6 BANK;2;402,60
202411;2;MG;51011;VOTORANTIM;6;16306,73
202411;2;MS;30173;BANRISUL;3;6104,64
202411;2;MS;10045;BRADESCO;4;12296,02
202411;2;MS;51011;VOTORANTIM;5;18997,49
202411;2;MT;30173;BANRISUL;3;34589,98
202411;2;MT;10045;BRADESCO;5;86481,82
202411;2;MT;51011;VOTORANTIM;1;528,79
202411;2;PA;30173;BANRISUL;5;9043,07
202411;2;PA;10045;BRADESCO;5;53178,11
202411;2;PA;51011;VOTORANTIM;1;20063,93
202411;2;PB;30173;BANRISUL;1;1139,22
202411;2;PB;10045;BRADESCO;2;17652,80
202411;2;PB;51011;VOTORANTIM;1;1961,23
202411;2;PE;30173;BANRISUL;1;977,32
202411;2;PE;10045;BRADESCO;8;60020,95
202411;2;PE;51011;VOTORANTIM;1;753,35
202411;2;PI;30173;BANRISUL;2;2998,55
202411;2;PI;10069;ITAU;1;35,89
202411;2;PR;30173;BANRISUL;12;24720,40
202411;2;PR;10045;BRADESCO;8;37700,10
202411;2;PR;52072;C6 BANK;2;404,12
202411;2;PR;51011;VOTORANTIM;9;21294,67
202411;2;RJ;30173;BANRISUL;11;51318,35
202411;2;RJ;49906;BB;1;9267,42
202411;2;RJ;10045;BRADESCO;14;90216,64
202411;2;RJ;52072;C6 BANK;1;129,72
202411;2;RJ;10069;ITAU;1;54,99
202411;2;RJ;51011;VOTORANTIM;8;21915,64
202411;2;RN;30173;BANRISUL;1;7444,94
202411;2;RN;10045;BRADESCO;2;39403,91
202411;2;RN;52072;C6 BANK;1;217,21
202411;2;RN;51011;VOTORANTIM;3;20356,28
202411;2;RO;30173;BANRISUL;1;1768,85
202411;2;RO;10045;BRADESCO;2;30226,97
202411;2;RR;30173;BANRISUL;3;1574,18
202411;2;RS;30173;BANRISUL;4415;18628806,39
202411;2;RS;10045;BRADESCO;10;77733,11
202411;2;RS;52072;C6 BANK;1;200,24
202411;2;RS;51011;VOTORANTIM;4;8621,14
202411;2;SC;30173;BANRISUL;193;762717,94
202411;2;SC;10045;BRADESCO;9;61433,33
202411;2;SC;51011;VOTORANTIM;4;3404,39
202411;2;SE;30173;BANRISUL;1;21397,96
202411;2;SE;51011;VOTORANTIM;1;2707,56
202411;2;SP;30173;BANRISUL;22;93532,36
202411;2;SP;49906;BB;1;282,31
202411;2;SP;10045;BRADESCO;42;246484,46
202411;2;SP;52072;C6 BANK;6;1969,04
202411;2;SP;51626;CAIXA ECONÔMICA FEDERAL;1;180,63
202411;2;SP;10069;ITAU;7;6018,51
202411;2;SP;30379;SANTANDER;2;128,94
202411;2;SP;51011;VOTORANTIM;39;101150,25
202411;2;TO;51011;VOTORANTIM;1;2343,99
202411;3;AC;49906;BB;3;127960,93
202411;3;AC;10069;ITAU;1;3578,79
202411;3;AC;30379;SANTANDER;7;42597,17
202411;3;AL;49906;BB;2;120893,24
202411;3;AL;10045;BRADESCO;5;175582,34
202411;3;AL;10069;ITAU;7;43107,26
202411;3;AL;30379;SANTANDER;19;138766,20
202411;3;AM;49906;BB;3;157251,81
202411;3;AM;10045;BRADESCO;14;924772,74
202411;3;AM;10069;ITAU;14;53234,10
202411;3;AM;30379;SANTANDER;18;265114,57
202411;3;AP;49906;BB;2;6800,70
202411;3;AP;10045;BRADESCO;1;35277,88
202411;3;AP;10069;ITAU;1;1812,23
202411;3;AP;30379;SANTANDER;13;207073,08
202411;3;BA;49906;BB;12;503253,87
202411;3;BA;10045;BRADESCO;12;1081734,72
202411;3;BA;10069;ITAU;45;218952,10
202411;3;BA;30379;SANTANDER;75;1062006,43
202411;3;CE;49906;BB;7;135691,82
202411;3;CE;7237373;BCO DO NORDESTE DO BRASIL S.A.;2;36370,31
202411;3;CE;10045;BRADESCO;13;888516,14
202411;3;CE;10069;ITAU;36;113871,96
202411;3;CE;30379;SANTANDER;29;254273,40
202411;3;DF;49906;BB;5;109307,86
202411;3;DF;10045;BRADESCO;2;192706,13
202411;3;DF;10069;ITAU;25;175926,69
202411;3;DF;30379;SANTANDER;29;345086,60
202411;3;ES;49906;BB;2;45289,54
202411;3;ES;10045;BRADESCO;6;449107,87
202411;3;ES;10069;ITAU;14;43733,42
202411;3;ES;30379;SANTANDER;31;169673,99
202411;3;GO;49906;BB;7;108477,50
202411;3;GO;10045;BRADESCO;13;2217200,54
202411;3;GO;10069;ITAU;61;351876,44
202411;3;GO;30379;SANTANDER;52;489203,96
202411;3;MA;49906;BB;12;413513,88
202411;3;MA;7237373;BCO DO NORDESTE DO BRASIL S.A.;2;11877,30
202411;3;MA;10045;BRADESCO;12;969977,13
202411;3;MA;10069;ITAU;15;110606,74
202411;3;MA;30379;SANTANDER;21;322006,51
202411;3;MG;49906;BB;15;525783,46
202411;3;MG;7237373;BCO DO NORDESTE DO BRASIL S.A.;6;78533,57
202411;3;MG;10045;BRADESCO;29;1367427,69
202411;3;MG;10069;ITAU;87;484222,69
202411;3;MG;30379;SANTANDER;103;1707956,07
202411;3;MS;49906;BB;9;751020,82
202411;3;MS;10045;BRADESCO;8;570986,90
202411;3;MS;10069;ITAU;2;560,65
202411;3;MS;30379;SANTANDER;35;561854,93
202411;3;MT;49906;BB;5;290974,95
202411;3;MT;10045;BRADESCO;3;54261,49
202411;3;MT;10069;ITAU;27;113677,88
202411;3;MT;30379;SANTANDER;23;612771,63
202411;3;PA;49906;BB;14;693656,02
202411;3;PA;10045;BRADESCO;8;632741,85
202411;3;PA;10069;ITAU;19;198020,75
202411;3;PA;30379;SANTANDER;25;333389,72
202411;3;PB;49906;BB;2;17500,66
202411;3;PB;7237373;BCO DO NORDESTE DO BRASIL S.A.;2;11908,38
202411;3;PB;10045;BRADESCO;5;80336,43
202411;3;PB;10069;ITAU;3;32261,58
202411;3;PB;30379;SANTANDER;16;331921,75
202411;3;PE;49906;BB;4;67443,21
202411;3;PE;10045;BRADESCO;12;528988,41
202411;3;PE;10069;ITAU;21;155627,30
202411;3;PE;30379;SANTANDER;85;1540315,86
202411;3;PI;49906;BB;10;351212,76
202411;3;PI;7237373;BCO DO NORDESTE DO BRASIL S.A.;3;27241,88
202411;3;PI;10045;BRADESCO;4;330073,43
202411;3;PI;10069;ITAU;8;18213,01
202411;3;PI;30379;SANTANDER;7;101731,34
202411;3;PR;49906;BB;18;658613,45
202411;3;PR;10045;BRADESCO;16;881250,06
202411;3;PR;10069;ITAU;79;446444,45
202411;3;PR;30379;SANTANDER;94;922093,59
202411;3;RJ;49906;BB;5;103300,54
202411;3;RJ;10045;BRADESCO;38;3958609,53
202411;3;RJ;10069;ITAU;202;1351518,75
202411;3;RJ;30379;SANTANDER;162;1745178,43
202411;3;RN;49906;BB;4;35539,23
202411;3;RN;7237373;BCO DO NORDESTE DO BRASIL S.A.;1;6167,00
202411;3;RN;10045;BRADESCO;2;100120,97
202411;3;RN;10069;ITAU;21;151570,85
202411;3;RN;30379;SANTANDER;23;207579,58
202411;3;RO;10045;BRADESCO;3;7287,23
202411;3;RO;10069;ITAU;1;265,26
202411;3;RO;30379;SANTANDER;3;57175,92
202411;3;RR;49906;BB;2;35501,20
202411;3;RR;10045;BRADESCO;1;149908,76
202411;3;RR;10069;ITAU;4;26843,10
202411;3;RR;30379;SANTANDER;3;4415,01
202411;3;RS;49906;BB;3;76514,68
202411;3;RS;10045;BRADESCO;5;431107,48
202411;3;RS;10069;ITAU;34;457793,96
202411;3;RS;30379;SANTANDER;71;1099298,16
202411;3;SC;49906;BB;13;591623,50
202411;3;SC;10045;BRADESCO;7;675982,91
202411;3;SC;10069;ITAU;18;244300,07
202411;3;SC;30379;SANTANDER;41;596398,23
202411;3;SE;49906;BB;1;998,71
202411;3;SE;10045;BRADESCO;1;4133,42
202411;3;SE;10069;ITAU;3;18580,86
202411;3;SE;30379;SANTANDER;9;114599,84
202411;3;SP;49906;BB;24;846859,00
202411;3;SP;10045;BRADESCO;157;11981271,45
202411;3;SP;10069;ITAU;551;5368528,32
202411;3;SP;30379;SANTANDER;687;8641821,51
202411;3;TO;49906;BB;4;107583,69
202411;3;TO;10045;BRADESCO;1;18159,08
202411;3;TO;10069;ITAU;10;31304,01
202411;3;TO;30379;SANTANDER;17;683210,06
202412;1;AC;30173;BANRISUL;1;919,06
202412;1;AC;49906;BB;2;34,84
202412;1;AC;51884;INTER;1;121,41
202412;1;AC;52058;NUBANK;271;11757,31
202412;1;AL;30173;BANRISUL;2;5297,36
202412;1;AL;51884;INTER;1;103,94
202412;1;AL;10069;ITAU;7;628,47
202412;1;AL;52058;NUBANK;723;25431,46
202412;1;AL;30379;SANTANDER;9;2997,14
202412;1;AM;30173;BANRISUL;7;17398,76
202412;1;AM;10045;BRADESCO;8;468,34
202412;1;AM;49944;BTG PACTUAL;2;360,92
202412;1;AM;51626;CAIXA ECONÔMICA FEDERAL;1;69,75
202412;1;AM;51884;INTER;1;200,20
202412;1;AM;10069;ITAU;12;1445,66
202412;1;AM;52058;NUBANK;1693;69132,89
202412;1;AM;30379;SANTANDER;16;3744,71
202412;1;AP;30173;BANRISUL;2;5070,72
202412;1;AP;10045;BRADESCO;2;535,57
202412;1;AP;51884;INTER;1;136,30
202412;1;AP;10069;ITAU;2;347,03
202412;1;AP;52058;NUBANK;173;4778,81
202412;1;AP;30379;SANTANDER;2;332,65
202412;1;BA;30173;BANRISUL;22;28961,35
202412;1;BA;49906;BB;1;27,07
202412;1;BA;10045;BRADESCO;9;563,57
202412;1;BA;49944;BTG PACTUAL;6;757,79
202412;1;BA;52072;C6 BANK;1;283,72
202412;1;BA;51626;CAIXA ECONÔMICA FEDERAL;3;507,09
202412;1;BA;10069;ITAU;21;1181,37
202412;1;BA;52058;NUBANK;2958;106445,37
202412;1;BA;30379;SANTANDER;26;11254,43
202412;1;CE;30173;BANRISUL;17;20578,97
202412;1;CE;10045;BRADESCO;7;3345,15
202412;1;CE;49944;BTG PACTUAL;6;663,37
202412;1;CE;51626;CAIXA ECONÔMICA FEDERAL;1;200,37
202412;1;CE;51884;INTER;4;504,71
202412;1;CE;10069;ITAU;9;512,95
202412;1;CE;52058;NUBANK;2746;98185,97
202412;1;CE;30379;SANTANDER;25;9483,21
202412;1;DF;30173;BANRISUL;9;15546,76
202412;1;DF;30290;BMG;1;202,86
202412;1;DF;10045;BRADESCO;2;79,82
202412;1;DF;49944;BTG PACTUAL;3;211,03
202412;1;DF;10069;ITAU;7;756,53
202412;1;DF;52058;NUBANK;1232;45508,18
202412;1;DF;30379;SANTANDER;10;2887,22
202412;1;ES;30173;BANRISUL;6;14723,80
202412;1;ES;51884;INTER;1;115,95
202412;1;ES;10069;ITAU;8;980,87
202412;1;ES;52058;NUBANK;895;34741,22
202412;1;ES;30379;SANTANDER;13;9609,98
202412;1;GO;30173;BANRISUL;11;20917,48
202412;1;GO;49906;BB;1;22,28
202412;1;GO;10045;BRADESCO;5;146,51
202412;1;GO;49944;BTG PACTUAL;4;638,18
202412;1;GO;51884;INTER;2;258,55
202412;1;GO;10069;ITAU;8;629,40
202412;1;GO;52058;NUBANK;1658;57536,55
202412;1;GO;30379;SANTANDER;16;3380,18
202412;1;MA;30173;BANRISUL;6;8324,66
202412;1;MA;49906;BB;2;320,65
202412;1;MA;10045;BRADESCO;2;261,43
202412;1;MA;49944;BTG PACTUAL;4;549,20
202412;1;MA;51626;CAIXA ECONÔMICA FEDERAL;3;603,54
202412;1;MA;10069;ITAU;7;309,34
202412;1;MA;52058;NUBANK;1132;38622,87
202412;1;MA;30379;SANTANDER;4;1473,14
202412;1;MG;51750;BANCO SICOOB;2;391,36
202412;1;MG;30173;BANRISUL;26;47133,57
202412;1;MG;49906;BB;2;70,05
202412;1;MG;10045;BRADESCO;10;1125,14
202412;1;MG;49944;BTG PACTUAL;15;2253,61
202412;1;MG;52072;C6 BANK;3;501,77
202412;1;MG;51626;CAIXA ECONÔMICA FEDERAL;2;303,87
202412;1;MG;51884;INTER;2;208,38
202412;1;MG;10069;ITAU;49;3619,39
202412;1;MG;52058;NUBANK;4671;180054,99
202412;1;MG;30379;SANTANDER;37;10405,75
202412;1;MS;30173;BANRISUL;2;4477,34
202412;1;MS;10045;BRADESCO;3;101,59
202412;1;MS;49944;BTG PACTUAL;3;419,95
202412;1;MS;52072;C6 BANK;2;89,42
202412;1;MS;10069;ITAU;5;1768,12
202412;1;MS;52058;NUBANK;1083;37260,90
202412;1;MS;30379;SANTANDER;7;893,83
202412;1;MT;30173;BANRISUL;5;15732,73
202412;1;MT;49906;BB;1;37,88
202412;1;MT;10045;BRADESCO;1;12,49
202412;1;MT;49944;BTG PACTUAL;2;368,26
202412;1;MT;10069;ITAU;4;605,89
202412;1;MT;52058;NUBANK;964;43504,13
202412;1;MT;30379;SANTANDER;7;2851,25
202412;1;PA;30173;BANRISUL;7;13259,19
202412;1;PA;49906;BB;1;207,56
202412;1;PA;10045;BRADESCO;2;110,47
202412;1;PA;49944;BTG PACTUAL;2;245,49
202412;1;PA;51884;INTER;1;105,29
202412;1;PA;10069;ITAU;6;523,13
202412;1;PA;52058;NUBANK;1855;60064,60
202412;1;PA;30379;SANTANDER;15;4471,14
202412;1;PB;30173;BANRISUL;3;2743,68
202412;1;PB;49906;BB;1;102,22
202412;1;PB;30290;BMG;1;202,52
202412;1;PB;10045;BRADESCO;2;311,58
202412;1;PB;49944;BTG PACTUAL;1;200,01
202412;1;PB;51884;INTER;1;135,41
202412;1;PB;10069;ITAU;3;261,95
202412;1;PB;52058;NUBANK;942;35819,94
202412;1;PB;30379;SANTANDER;8;1649,52
202412;1;PE;30173;BANRISUL;13;19884,57
202412;1;PE;49906;BB;2;240,10
202412;1;PE;10045;BRADESCO;1;25,75
202412;1;PE;49944;BTG PACTUAL;2;363,75
202412;1;PE;52072;C6 BANK;1;345,87
202412;1;PE;51626;CAIXA ECONÔMICA FEDERAL;2;402,96
202412;1;PE;10069;ITAU;11;1644,14
202412;1;PE;52058;NUBANK;2222;72749,90
202412;1;PE;30379;SANTANDER;18;8267,85
202412;1;PI;30173;BANRISUL;4;3524,50
202412;1;PI;49906;BB;1;164,37
202412;1;PI;51884;INTER;1;167,42
202412;1;PI;10069;ITAU;3;214,12
202412;1;PI;52058;NUBANK;862;37414,88
202412;1;PI;30379;SANTANDER;4;1012,73
202412;1;PR;30173;BANRISUL;10;15297,42
202412;1;PR;10045;BRADESCO;10;1435,77
202412;1;PR;49944;BTG PACTUAL;6;822,86
202412;1;PR;51626;CAIXA ECONÔMICA FEDERAL;3;605,64
202412;1;PR;51884;INTER;3;498,44
202412;1;PR;10069;ITAU;22;3378,31
202412;1;PR;52058;NUBANK;2657;97930,59
202412;1;PR;30379;SANTANDER;22;3978,46
202412;1;RJ;30173;BANRISUL;24;25546,09
202412;1;RJ;49906;BB;2;171,18
202412;1;RJ;10045;BRADESCO;16;2047,47
202412;1;RJ;49944;BTG PACTUAL;11;1516,98
202412;1;RJ;52072;C6 BANK;1;111,29
202412;1;RJ;51626;CAIXA ECONÔMICA FEDERAL;2;307,64
202412;1;RJ;51884;INTER;4;502,11
202412;1;RJ;10069;ITAU;60;4050,28
202412;1;RJ;52058;NUBANK;6051;199117,74
202412;1;RJ;30379;SANTANDER;91;30455,81
202412;1;RN;30173;BANRISUL;7;9828,54
202412;1;RN;10045;BRADESCO;1;81,57
202412;1;RN;10069;ITAU;1;7,37
202412;1;RN;52058;NUBANK;925;33222,39
202412;1;RN;30379;SANTANDER;7;5159,63
202412;1;RO;30173;BANRISUL;2;5106,25
202412;1;RO;49906;BB;1;200,67
202412;1;RO;10045;BRADESCO;1;476,29
202412;1;RO;10069;ITAU;4;1221,64
202412;1;RO;52058;NUBANK;746;30342,17
202412;1;RO;30379;SANTANDER;6;5227,91
202412;1;RR;30173;BANRISUL;1;357,23
202412;1;RR;49944;BTG PACTUAL;1;98,70
202412;1;RR;52058;NUBANK;204;6950,86
202412;1;RR;30379;SANTANDER;2;212,42
202412;1;RS;30173;BANRISUL;304;330866,17
202412;1;RS;10045;BRADESCO;5;225,66
202412;1;RS;49944;BTG PACTUAL;6;778,81
202412;1;RS;51884;INTER;1;199,55
202412;1;RS;10069;ITAU;12;2297,02
202412;1;RS;52058;NUBANK;2387;83331,02
202412;1;RS;30379;SANTANDER;26;6561,47
202412;1;SC;30173;BANRISUL;14;20025,50
202412;1;SC;49906;BB;1;107,77
202412;1;SC;10045;BRADESCO;2;316,74
202412;1;SC;49944;BTG PACTUAL;3;529,66
202412;1;SC;51626;CAIXA ECONÔMICA FEDERAL;1;204,16
202412;1;SC;51884;INTER;2;167,48
202412;1;SC;10069;ITAU;11;1916,74
202412;1;SC;52058;NUBANK;1559;61954,80
202412;1;SC;30379;SANTANDER;10;2431,88
202412;1;SE;30173;BANRISUL;4;2818,61
202412;1;SE;10045;BRADESCO;1;601,03
202412;1;SE;49944;BTG PACTUAL;1;125,94
202412;1;SE;51884;INTER;1;185,81
202412;1;SE;52058;NUBANK;507;16940,23
202412;1;SE;30379;SANTANDER;3;318,99
202412;1;SP;30173;BANRISUL;67;111309,05
202412;1;SP;49906;BB;4;420,01
202412;1;SP;30290;BMG;1;201,10
202412;1;SP;10045;BRADESCO;35;4288,31
202412;1;SP;49944;BTG PACTUAL;31;3985,87
202412;1;SP;52072;C6 BANK;7;1028,25
202412;1;SP;51626;CAIXA ECONÔMICA FEDERAL;3;535,19
202412;1;SP;51884;INTER;6;577,29
202412;1;SP;10069;ITAU;166;14184,58
202412;1;SP;52058;NUBANK;14858;518308,82
202412;1;SP;30379;SANTANDER;212;66592,99
202412;1;TO;10069;ITAU;1;207,80
202412;1;TO;52058;NUBANK;312;10528,07
202412;1;TO;30379;SANTANDER;1;16,18
202412;2;AL;51011;VOTORANTIM;2;1523,85
202412;2;AM;10045;BRADESCO;1;13025,19
202412;2;AM;51011;VOTORANTIM;2;4390,88
202412;2;BA;49906;BB;2;4434,40
202412;2;BA;10045;BRADESCO;1;2835,05
202412;2;BA;52072;C6 BANK;3;975,63
202412;2;BA;51011;VOTORANTIM;1;1080,64
202412;2;CE;10045;BRADESCO;2;4664,77
202412;2;CE;51011;VOTORANTIM;5;14486,60
202412;2;DF;10045;BRADESCO;2;5713,98
202412;2;ES;51011;VOTORANTIM;1;490,67
202412;2;GO;10045;BRADESCO;2;68993,70
202412;2;GO;52072;C6 BANK;1;288,98
202412;2;GO;10069;ITAU;1;108,18
202412;2;GO;51011;VOTORANTIM;4;9058,19
202412;2;MA;10045;BRADESCO;1;1297,75
202412;2;MG;10045;BRADESCO;7;23569,42
202412;2;MG;51011;VOTORANTIM;8;24167,59
202412;2;MS;49906;BB;1;1380,19
202412;2;MS;10045;BRADESCO;2;5013,61
202412;2;MS;51011;VOTORANTIM;3;3091,65
202412;2;MT;49906;BB;1;24822,90
202412;2;MT;51011;VOTORANTIM;2;957,74
202412;2;PA;10045;BRADESCO;3;10785,17
202412;2;PA;52072;C6 BANK;1;109,15
202412;2;PA;30379;SANTANDER;3;65,12
202412;2;PA;51011;VOTORANTIM;4;20887,70
202412;2;PB;7237373;BCO DO NORDESTE DO BRASIL S.A.;1;3292,14
202412;2;PB;10045;BRADESCO;3;7961,69
202412;2;PB;51011;VOTORANTIM;1;321,09
202412;2;PE;10045;BRADESCO;2;5589,12
202412;2;PE;51011;VOTORANTIM;3;4353,03
202412;2;PI;49906;BB;1;3719,39
202412;2;PI;10069;ITAU;1;21,79
202412;2;PI;51011;VOTORANTIM;3;3946,79
202412;2;PR;10045;BRADESCO;4;12961,38
202412;2;PR;52072;C6 BANK;3;549,55
202412;2;PR;51011;VOTORANTIM;7;13524,53
202412;2;RJ;10045;BRADESCO;9;42022,70
202412;2;RJ;52072;C6 BANK;2;437,75
202412;2;RJ;10069;ITAU;2;3455,18
202412;2;RJ;30379;SANTANDER;1;36,82
202412;2;RJ;51011;VOTORANTIM;10;21132,84
202412;2;RN;10045;BRADESCO;1;280,82
202412;2;RO;49906;BB;1;6085,41
202412;2;RO;10045;BRADESCO;1;13,29
202412;2;RO;51011;VOTORANTIM;1;4038,51
202412;2;RS;30173;BANRISUL;2;326,94
202412;2;RS;10045;BRADESCO;2;3947,40
202412;2;RS;52072;C6 BANK;1;273,31
202412;2;RS;51011;VOTORANTIM;6;13760,47
202412;2;SC;49906;BB;1;1424,13
202412;2;SC;10045;BRADESCO;3;3434,20
202412;2;SC;30379;SANTANDER;2;368,70
202412;2;SC;51011;VOTORANTIM;5;32330,21
202412;2;SP;49906;BB;1;2286,03
202412;2;SP;10045;BRADESCO;30;81558,08
202412;2;SP;52072;C6 BANK;6;5503,17
202412;2;SP;10069;ITAU;5;1451,13
202412;2;SP;51011;VOTORANTIM;36;89023,75
202412;2;TO;10045;BRADESCO;2;1573,75
202412;2;TO;51011;VOTORANTIM;3;5972,07
202412;3;AC;49906;BB;2;91754,19
202412;3;AC;10045;BRADESCO;5;1102942,97
202412;3;AC;10069;ITAU;1;16093,14
202412;3;AC;30379;SANTANDER;9;190376,40
202412;3;AL;7237373;BCO DO NORDESTE DO BRASIL S.A.;3;59906,94
202412;3;AL;10045;BRADESCO;47;3858304,75
202412;3;AL;10069;ITAU;7;15132,46
202412;3;AL;30379;SANTANDER;15;94491,30
202412;3;AM;49906;BB;4;452744,22
202412;3;AM;10045;BRADESCO;110;11716048,05
202412;3;AM;10069;ITAU;24;305235,94
202412;3;AM;30379;SANTANDER;25;158652,06
202412;3;AP;49906;BB;3;66042,97
202412;3;AP;10045;BRADESCO;13;686802,01
202412;3;AP;10069;ITAU;3;69847,54
202412;3;AP;30379;SANTANDER;6;208740,50
202412;3;BA;49906;BB;9;150325,97
202412;3;BA;7237373;BCO DO NORDESTE DO BRASIL S.A.;18;479001,94
202412;3;BA;10045;BRADESCO;175;16931745,34
202412;3;BA;10069;ITAU;117;810558,33
202412;3;BA;30379;SANTANDER;145;1374737,55
202412;3;CE;49906;BB;8;536767,50
202412;3;CE;7237373;BCO DO NORDESTE DO BRASIL S.A.;20;270644,71
202412;3;CE;10045;BRADESCO;95;7574810,74
202412;3;CE;10069;ITAU;65;331777,81
202412;3;CE;30379;SANTANDER;39;216568,18
202412;3;DF;10045;BRADESCO;31;4075958,36
202412;3;DF;10069;ITAU;35;264709,30
202412;3;DF;30379;SANTANDER;35;235505,80
202412;3;ES;49906;BB;5;80267,80
202412;3;ES;7237373;BCO DO NORDESTE DO BRASIL S.A.;1;2962,57
202412;3;ES;10045;BRADESCO;27;3646340,58
202412;3;ES;10069;ITAU;2;7713,95
202412;3;ES;30379;SANTANDER;26;158351,08
202412;3;GO;49906;BB;7;394211,19
202412;3;GO;10045;BRADESCO;115;13108696,97
202412;3;GO;10069;ITAU;97;580573,26
202412;3;GO;30379;SANTANDER;49;636409,65
202412;3;MA;49906;BB;8;397402,28
202412;3;MA;7237373;BCO DO NORDESTE DO BRASIL S.A.;7;234108,75
202412;3;MA;10045;BRADESCO;97;10448359,62
202412;3;MA;10069;ITAU;11;61545,09
202412;3;MA;30379;SANTANDER;26;176414,38
202412;3;MG;49906;BB;7;118189,05
202412;3;MG;7237373;BCO DO NORDESTE DO BRASIL S.A.;4;48735,73
202412;3;MG;10045;BRADESCO;264;24234587,01
202412;3;MG;10069;ITAU;174;1364647,61
202412;3;MG;30379;SANTANDER;135;1385911,52
202412;3;MS;49906;BB;6;473346,41
202412;3;MS;10045;BRADESCO;93;7256910,48
202412;3;MS;10069;ITAU;22;203620,26
202412;3;MS;30379;SANTANDER;33;328562,88
202412;3;MT;49906;BB;3;140242,61
202412;3;MT;10045;BRADESCO;93;6370320,85
202412;3;MT;10069;ITAU;21;171271,86
202412;3;MT;30379;SANTANDER;46;602958,82
