trimestre,canalAcesso,produto,acessoATM,qtdTransacoes,valorTransacoes
20214,Correspondentes no País,Outras não Financeiras,Não aplicável,2516228,0
20214,Correspondentes no País,Ordem de Transferência de Crédito,Não aplicável,344480,"1515359417,67"
20214,Centrais de Atendimento,Ordem de Transferência de Crédito,Não aplicável,266765,"19694962383,37"
20214,ATM,Depósito,ATM/Acesso restrito,131684223,"134368250635,07"
20214,Telefone Celular,Empréstimos e Financiamentos,Não aplicável,238819963,"36414646922,41"
20214,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão terceiro,162366,"212138830,54"
20214,Centrais de Atendimento,Empréstimos e Financiamentos,Não aplicável,716067,"11087984851,71"
20214,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão terceiro,1512103,"13913596701,5"
20214,ATM,Outras não Financeiras,ATM/Acesso restrito,123632405,0
20214,Internet Banking,Pix,Não aplicável,77367802,"375028923326,42"
20214,Agências,Ordem de Transferência de Crédito,Não aplicável,59881334,"3370360533023,14"
20214,Telefone Celular,Boletos e Convênios,Não aplicável,872819630,"553366081629,78"
20214,Correspondentes no País,Consulta Saldo/Extrato,Não aplicável,61595498,0
20214,Agências,Boletos e Convênios,Não aplicável,60266490,"143597034142,8"
20214,ATM,Empréstimos e Financiamentos,ATM/Acesso restrito,11622967,"6286643209,07"
20214,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão terceiro,17334,43700
20221,Telefone Celular,Outras não Financeiras,Não aplicável,3328077045,0
20221,ATM,Depósito,ATM/Acesso aberto/Cartão terceiro,3840224,3871355973
20221,ATM,Pix,ATM/Acesso aberto/Cartão terceiro,179919,32840389
20221,Centrais de Atendimento,Empréstimos e Financiamentos,Não aplicável,1120976,"17315682600,19"
20221,Posto de Atendimento Cooperativo,Outras Financeiras,Não aplicável,137038,"2126622784,99"
20221,Agências,Ordem de Transferência de Crédito,Não aplicável,56777874,"3292695601362,62"
20221,Agências,Saque,Não aplicável,41893213,"247756118199,39"
20221,Posto de Atendimento Cooperativo,Saque,Não aplicável,30541710,"14561818497,78"
20221,Centrais de Atendimento,Consulta Saldo/Extrato,Não aplicável,91214632,0
20221,ATM,Saque,ATM/Acesso aberto/Cartão terceiro,296359078,"103568746178,42"
20221,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão terceiro,141871,"184836485,72"
20221,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão terceiro,2852,18126
20221,Internet Banking,Pix,Não aplicável,111626065,"600841840519,3"
20221,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão próprio,16437008,"9017557506,12"
20221,Telefone Celular,Empréstimos e Financiamentos,Não aplicável,246730583,"53562791715,56"
20221,Agências,Empréstimos e Financiamentos,Não aplicável,169267484,"423032155652,75"
20221,Agências,Depósito,Não aplicável,47334878,"2820059168943,37"
20221,Telefone Celular,Consulta Saldo/Extrato,Não aplicável,14791585536,0
20221,ATM,Empréstimos e Financiamentos,ATM/Acesso restrito,10663491,"4682535379,71"
20221,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão próprio,4367629,"6458726174,1"
20221,Telefone Celular,Saques via Pix,Não aplicável,135387,"19475909,32"
20221,ATM,Boletos e Convênios,ATM/Acesso restrito,44309907,"30040681357,71"
20221,Correspondentes no País,Outras não Financeiras,Não aplicável,2170699,0
20221,Correspondentes no País,Ordem de Transferência de Crédito,Não aplicável,338829,"1167054002,8"
20221,Centrais de Atendimento,Ordem de Transferência de Crédito,Não aplicável,251488,"36975024869,63"
20221,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão terceiro,561769,"479235755,61"
20221,Posto de Atendimento Cooperativo,Ordem de Transferência de Crédito,Não aplicável,5356521,"82888299955,99"
20221,Correspondentes no País,Pix,Não aplicável,8847,"4544260,65"
20221,Telefone Celular,Ordem de Transferência de Crédito,Não aplicável,385519143,"852041353253,58"
20221,Internet Banking,Ordem de Transferência de Crédito,Não aplicável,202147414,"6009843829508,61"
20221,ATM,Depósito,ATM/Acesso aberto/Cartão próprio,35848678,"46685487708,05"
20221,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão terceiro,1334582,"8223453255,42"
20221,ATM,Outras Financeiras,ATM/Acesso restrito,1176919,"5209283934,84"
20221,Agências,Outras Financeiras,Não aplicável,141851749,"3673321532273,86"
20221,ATM,Saque,ATM/Acesso aberto/Cartão próprio,95501396,"50007345484,39"
20221,Internet Banking,Consulta Saldo/Extrato,Não aplicável,2003369674,0
20221,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão terceiro,42162,0
20221,Internet Banking,Saques via Pix,Não aplicável,6,25
20221,Internet Banking,Outras não Financeiras,Não aplicável,1342304052,0
20221,Telefone Celular,Boletos e Convênios,Não aplicável,1080706172,"616500509814,04"
20221,Correspondentes no País,Outras Financeiras,Não aplicável,81842,"297505099,95"
20221,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão próprio,562205,"979555705,93"
20221,Posto de Atendimento Cooperativo,Depósito,Não aplicável,11176308,"13808960260,25"
20221,Correspondentes no País,Saque,Não aplicável,129271042,"75421431189,95"
20221,Agências,Consulta Saldo/Extrato,Não aplicável,132213167,82
20221,Agências,Outras não Financeiras,Não aplicável,58728551,0
20221,Agências,Boletos e Convênios,Não aplicável,48766861,"125971870943,09"
20221,Centrais de Atendimento,Outras Financeiras,Não aplicável,550383,"145183592786,38"
20221,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão próprio,931531,"29460547495,36"
20221,Correspondentes no País,Empréstimos e Financiamentos,Não aplicável,12316265,"49881480285,89"
20221,Correspondentes no País,Boletos e Convênios,Não aplicável,513227496,"139666144341,07"
20221,Posto de Atendimento Cooperativo,Boletos e Convênios,Não aplicável,63864038,"65185967078,8"
20221,Telefone Celular,Pix,Não aplicável,3552941728,"1113472283890,29"
20221,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão terceiro,101069065,0
20221,Agências,Pix,Não aplicável,2624630,"2830784258,47"
20221,ATM,Consulta Saldo/Extrato,ATM/Acesso restrito,193109491,0
20221,Correspondentes no País,Consulta Saldo/Extrato,Não aplicável,60874421,0
20221,ATM,Outras não Financeiras,ATM/Acesso restrito,115617263,0
20221,Internet Banking,Empréstimos e Financiamentos,Não aplicável,53910490,"134524026771,13"
20221,Correspondentes no País,Depósito,Não aplicável,99714273,"57006184705,64"
20221,ATM,Ordem de Transferência de Crédito,ATM/Acesso restrito,14243182,"33966789512,65"
20221,ATM,Depósito,ATM/Acesso restrito,147713487,"148074864638,5"
20221,Internet Banking,Boletos e Convênios,Não aplicável,374780417,"1302703496133,71"
20221,Internet Banking,Outras Financeiras,Não aplicável,527462062,"1676041650717,92"
20221,Centrais de Atendimento,Outras não Financeiras,Não aplicável,42422412,0
20221,ATM,Saque,ATM/Acesso restrito,259172261,"156169785927,07"
20221,Telefone Celular,Outras Financeiras,Não aplicável,426967750,"222335963913,49"
20221,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão próprio,228273692,0
20221,Centrais de Atendimento,Boletos e Convênios,Não aplicável,311631,"669755191,43"
20221,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão próprio,7856097,0
20222,Telefone Celular,Consulta Saldo/Extrato,Não aplicável,16828886648,0
20222,Telefone Celular,Ordem de Transferência de Crédito,Não aplicável,376330054,"901920893050,82"
20222,Internet Banking,Outras Financeiras,Não aplicável,526741634,"1745730275087,81"
20222,Telefone Celular,Saques via Pix,Não aplicável,277934,"39606426,34"
20222,Telefone Celular,Outras Financeiras,Não aplicável,501606993,"237231337987,06"
20222,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão próprio,14832876,"8128571563,6"
20222,Agências,Boletos e Convênios,Não aplicável,48278130,"121434954309,18"
20222,ATM,Depósito,ATM/Acesso aberto/Cartão próprio,35500368,"45681668501,49"
20222,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão próprio,7916276,0
20222,Agências,Pix,Não aplicável,11044343,"8846298371,26"
20222,Agências,Saque,Não aplicável,44340225,"271799806797,08"
20222,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão próprio,4264941,"6514396624,36"
20222,ATM,Consulta Saldo/Extrato,ATM/Acesso restrito,183987770,0
20222,Correspondentes no País,Outras Financeiras,Não aplicável,79724,"286875399,36"
20222,ATM,Saque,ATM/Acesso aberto/Cartão terceiro,303608865,"108683694098,95"
20222,Centrais de Atendimento,Empréstimos e Financiamentos,Não aplicável,961150,"13851938258,84"
20222,Internet Banking,Consulta Saldo/Extrato,Não aplicável,1900454269,0
20222,ATM,Depósito,ATM/Acesso restrito,152594677,"150105511299,26"
20222,Correspondentes no País,Depósito,Não aplicável,103727137,"63220807072,66"
20222,Internet Banking,Empréstimos e Financiamentos,Não aplicável,52174480,"142286701632,25"
20222,ATM,Depósito,ATM/Acesso aberto/Cartão terceiro,3986140,3958905478
20222,ATM,Saque,ATM/Acesso restrito,269416704,"170035434965,43"
20222,Telefone Celular,Empréstimos e Financiamentos,Não aplicável,253803554,"61588235915,34"
20222,ATM,Outras não Financeiras,ATM/Acesso restrito,119782551,0
20222,ATM,Boletos e Convênios,ATM/Acesso restrito,40569671,"26980061969,67"
20222,Telefone Celular,Boletos e Convênios,Não aplicável,1135635855,"692895767951,85"
20222,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão terceiro,170626,"215363397,37"
20222,Agências,Empréstimos e Financiamentos,Não aplicável,171079882,"514578851187,22"
20222,ATM,Saque,ATM/Acesso aberto/Cartão próprio,99171175,"54439606210,87"
20222,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão próprio,669773,"1556776056,88"
20222,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão terceiro,2517,42569
20222,Internet Banking,Saques via Pix,Não aplicável,3,18
20222,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão terceiro,1165171,"10839006325,28"
20222,ATM,Empréstimos e Financiamentos,ATM/Acesso restrito,10908824,"5223485132,39"
20222,Centrais de Atendimento,Boletos e Convênios,Não aplicável,373053,"826649701,84"
20222,Agências,Depósito,Não aplicável,40862273,"2771494131196,7"
20222,Agências,Outras não Financeiras,Não aplicável,61423157,0
20222,Correspondentes no País,Ordem de Transferência de Crédito,Não aplicável,345748,"1260544846,63"
20222,ATM,Pix,ATM/Acesso aberto/Cartão terceiro,308399,64440297
20222,Posto de Atendimento Cooperativo,Outras Financeiras,Não aplicável,129358,"2090930578,36"
20222,Posto de Atendimento Cooperativo,Ordem de Transferência de Crédito,Não aplicável,5277301,"97595443892,66"
20222,Centrais de Atendimento,Outras Financeiras,Não aplicável,411876,"126816986249,03"
20222,Internet Banking,Ordem de Transferência de Crédito,Não aplicável,213864011,"6625399180648,78"
20222,Centrais de Atendimento,Outras não Financeiras,Não aplicável,44267049,0
20222,Internet Banking,Pix,Não aplicável,137664168,"773177078198,47"
20222,Internet Banking,Boletos e Convênios,Não aplicável,374814101,"1377145400093,37"
20222,Agências,Consulta Saldo/Extrato,Não aplicável,117465114,66
20222,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão terceiro,552905,"505281887,98"
20222,Agências,Outras Financeiras,Não aplicável,148691362,"3670798846094,67"
20222,Correspondentes no País,Empréstimos e Financiamentos,Não aplicável,13509780,"64923672223,17"
20222,ATM,Outras Financeiras,ATM/Acesso restrito,1345231,"11967478856,4"
20222,Correspondentes no País,Saque,Não aplicável,132797647,"81745829011,84"
20222,Correspondentes no País,Pix,Não aplicável,16634,"5705744,18"
20222,Centrais de Atendimento,Consulta Saldo/Extrato,Não aplicável,47361225,0
20222,Correspondentes no País,Boletos e Convênios,Não aplicável,507449499,"140301006740,2"
20222,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão próprio,922202,"28888311958,26"
20222,Posto de Atendimento Cooperativo,Saque,Não aplicável,35378440,"16439141356,54"
20222,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão próprio,244971748,0
20222,Telefone Celular,Outras não Financeiras,Não aplicável,3560452852,0
20222,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão terceiro,42160,0
20222,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão terceiro,103516371,0
20222,Correspondentes no País,Consulta Saldo/Extrato,Não aplicável,62562544,0
20222,Agências,Ordem de Transferência de Crédito,Não aplicável,54711879,"3645866947430,44"
20222,Centrais de Atendimento,Ordem de Transferência de Crédito,Não aplicável,248192,"33510555066,44"
20222,Internet Banking,Outras não Financeiras,Não aplicável,1337566893,0
20222,Posto de Atendimento Cooperativo,Depósito,Não aplicável,14223521,"16360642478,41"
20222,ATM,Ordem de Transferência de Crédito,ATM/Acesso restrito,14887272,"34314302879,27"
20222,Posto de Atendimento Cooperativo,Boletos e Convênios,Não aplicável,67009874,"75197724329,54"
20222,Telefone Celular,Pix,Não aplicável,4751470741,"1448699880535,79"
20222,Correspondentes no País,Outras não Financeiras,Não aplicável,2056953,0
20223,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão próprio,1065718,"1280069582,15"
20223,Posto de Atendimento Cooperativo,Ordem de Transferência de Crédito,Não aplicável,5151259,"96083318469,71"
20223,ATM,Consulta Saldo/Extrato,ATM/Acesso restrito,182397602,0
20223,Centrais de Atendimento,Pix,Não aplicável,30,"2154723,58"
20223,Agências,Outras não Financeiras,Não aplicável,61264923,0
20223,ATM,Saque,ATM/Acesso aberto/Cartão terceiro,291513415,"100985601587,56"
20223,Correspondentes no País,Ordem de Transferência de Crédito,Não aplicável,396506,"1390795898,81"
20223,ATM,Saque,ATM/Acesso restrito,247697668,"152073423368,54"
20223,ATM,Pix,ATM/Acesso aberto/Cartão terceiro,491490,105453207
20223,Correspondentes no País,Outras Financeiras,Não aplicável,98694,"409378179,34"
20223,Centrais de Atendimento,Consulta Saldo/Extrato,Não aplicável,41455749,0
20223,ATM,Outras não Financeiras,ATM/Acesso restrito,105018288,0
20223,Internet Banking,Saques via Pix,Não aplicável,11,1555
20223,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão terceiro,500857,"459700084,55"
20223,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão próprio,960463,"30192054696,92"
20223,Telefone Celular,Outras Financeiras,Não aplicável,564289265,"254497235129,84"
20223,Posto de Atendimento Cooperativo,Depósito,Não aplicável,15499538,"17268855791,8"
20223,Telefone Celular,Ordem de Transferência de Crédito,Não aplicável,364931545,"930374539031,94"
20223,ATM,Boletos e Convênios,ATM/Acesso restrito,35420222,"23281972833,66"
20223,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão próprio,10192934,0
20223,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão próprio,4203579,"6971265931,87"
20223,Telefone Celular,Empréstimos e Financiamentos,Não aplicável,243933525,"66341289778,93"
20223,Correspondentes no País,Empréstimos e Financiamentos,Não aplicável,15219157,"69116650588,16"
20223,Posto de Atendimento Cooperativo,Boletos e Convênios,Não aplicável,44912098,"47102530141,72"
20223,Posto de Atendimento Cooperativo,Outras Financeiras,Não aplicável,119060,"2014033199,52"
20223,ATM,Outras Financeiras,ATM/Acesso restrito,1329630,"22351380459,69"
20223,Telefone Celular,Saques via Pix,Não aplicável,630783,"90101230,12"
20223,ATM,Depósito,ATM/Acesso aberto/Cartão próprio,38822571,"47414107552,3"
20223,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão terceiro,138876,"205034750,86"
20223,Correspondentes no País,Boletos e Convênios,Não aplicável,296500764,"108924423433,53"
20223,Internet Banking,Outras não Financeiras,Não aplicável,1373495734,0
20223,Telefone Celular,Pix,Não aplicável,5720281418,"1754538432539,35"
20223,Agências,Consulta Saldo/Extrato,Não aplicável,119832867,0
20223,Centrais de Atendimento,Outras Financeiras,Não aplicável,393923,"142063646516,4"
20223,Internet Banking,Empréstimos e Financiamentos,Não aplicável,47414934,"137601154081,88"
20223,Telefone Celular,Boletos e Convênios,Não aplicável,1084245417,"662017228617,15"
20223,Agências,Saque,Não aplicável,44413557,"272393541072,2"
20223,Internet Banking,Boletos e Convênios,Não aplicável,377471972,"1366810550979,29"
20223,Telefone Celular,Outras não Financeiras,Não aplicável,3469610047,0
20223,Internet Banking,Consulta Saldo/Extrato,Não aplicável,1876462011,0
20223,Agências,Depósito,Não aplicável,39458123,"2788370886965,87"
20223,Agências,Pix,Não aplicável,7889022,"11494879334,93"
20223,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão terceiro,40126,0
20223,Correspondentes no País,Saque,Não aplicável,128583239,"78337247120,61"
20223,Internet Banking,Ordem de Transferência de Crédito,Não aplicável,220434360,"7030100434369,79"
20223,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão próprio,234502055,0
20223,Centrais de Atendimento,Empréstimos e Financiamentos,Não aplicável,931113,"9888350688,77"
20223,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão terceiro,98532926,0
20223,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão terceiro,2402,10457
20223,Centrais de Atendimento,Ordem de Transferência de Crédito,Não aplicável,173307,"16359759397,15"
20223,ATM,Saque,ATM/Acesso aberto/Cartão próprio,97349122,"52887213567,76"
20223,Agências,Ordem de Transferência de Crédito,Não aplicável,57889588,"3526674056633,81"
20223,ATM,Empréstimos e Financiamentos,ATM/Acesso restrito,10234070,"4270459765,44"
20223,Centrais de Atendimento,Outras não Financeiras,Não aplicável,34583854,0
20223,Centrais de Atendimento,Boletos e Convênios,Não aplicável,188899,395547213
20223,Agências,Outras Financeiras,Não aplicável,153147439,"3761762539942,44"
20223,Agências,Boletos e Convênios,Não aplicável,53530847,"120429968723,28"
20223,Agências,Empréstimos e Financiamentos,Não aplicável,178462407,"585363942065,18"
20223,Correspondentes no País,Depósito,Não aplicável,104468745,"62659894286,09"
20223,Telefone Celular,Consulta Saldo/Extrato,Não aplicável,16798678301,0
20223,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão terceiro,1021277,"40768820544,14"
20223,ATM,Ordem de Transferência de Crédito,ATM/Acesso restrito,13011242,"29996176220,99"
20223,Correspondentes no País,Pix,Não aplicável,23878,"7898723,55"
20223,Correspondentes no País,Outras não Financeiras,Não aplicável,1891042,0
20223,Correspondentes no País,Consulta Saldo/Extrato,Não aplicável,16292876,0
20223,Internet Banking,Outras Financeiras,Não aplicável,523938165,"1963072515769,46"
20223,ATM,Depósito,ATM/Acesso aberto/Cartão terceiro,3975281,3813694667
20223,Internet Banking,Pix,Não aplicável,158006419,"905908386361,48"
20223,Posto de Atendimento Cooperativo,Saque,Não aplicável,39650236,"17526651256,84"
20223,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão próprio,14517494,"8164188392,55"
20223,ATM,Depósito,ATM/Acesso restrito,144305697,"145500379537,47"
20224,Correspondentes no País,Outras não Financeiras,Não aplicável,1855395,0
20224,Agências,Outras Financeiras,Não aplicável,151868807,"3644875942393,49"
20224,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão próprio,226174114,0
20224,Agências,Saques via Pix,Não aplicável,67,"799,94"
20224,ATM,Saque,ATM/Acesso aberto/Cartão terceiro,294036429,"104052695493,07"
20224,Telefone Celular,Saques via Pix,Não aplicável,943705,"155274565,04"
20224,Internet Banking,Ordem de Transferência de Crédito,Não aplicável,232626547,"7137133972420,95"
20224,Agências,Pix,Não aplicável,11796728,"12744508211,9"
20224,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão próprio,999364,"1186613652,14"
20224,Agências,Outras não Financeiras,Não aplicável,55300625,0
20224,Agências,Consulta Saldo/Extrato,Não aplicável,118018504,0
20224,Telefone Celular,Consulta Saldo/Extrato,Não aplicável,19632506191,0
20224,Posto de Atendimento Cooperativo,Boletos e Convênios,Não aplicável,45419443,"47979600301,07"
20224,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão terceiro,121265,"233675257,52"
20224,Centrais de Atendimento,Ordem de Transferência de Crédito,Não aplicável,156540,"17372755216,66"
20224,Internet Banking,Empréstimos e Financiamentos,Não aplicável,43970806,"132927727490,29"
20224,Correspondentes no País,Consulta Saldo/Extrato,Não aplicável,16418436,0
20224,ATM,Depósito,ATM/Acesso restrito,139464440,"139504681098,45"
20224,Agências,Depósito,Não aplicável,36389305,"2642029938738,42"
20224,Telefone Celular,Outras Financeiras,Não aplicável,611279370,"230319099293,53"
20224,Posto de Atendimento Cooperativo,Ordem de Transferência de Crédito,Não aplicável,3395876,"56642785877,09"
20224,Correspondentes no País,Ordem de Transferência de Crédito,Não aplicável,378583,"1365792723,75"
20224,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão terceiro,36341,0
20224,Telefone Celular,Boletos e Convênios,Não aplicável,1083389427,"695850274301,68"
20224,ATM,Pix,ATM/Acesso aberto/Cartão terceiro,645699,142349283
20224,Internet Banking,Pix,Não aplicável,165490551,"904787735942,48"
20224,Centrais de Atendimento,Boletos e Convênios,Não aplicável,144404,"311765824,27"
20224,ATM,Outras não Financeiras,ATM/Acesso restrito,100268474,0
20224,Correspondentes no País,Depósito,Não aplicável,102229847,"63946351320,17"
20224,Posto de Atendimento Cooperativo,Saque,Não aplicável,44640905,"17481261706,07"
20224,ATM,Outras Financeiras,ATM/Acesso restrito,1227681,"10223687284,31"
20224,ATM,Consulta Saldo/Extrato,ATM/Acesso restrito,184465958,0
20224,Telefone Celular,Outras não Financeiras,Não aplicável,3508446453,0
20224,Agências,Boletos e Convênios,Não aplicável,57813314,"135671518990,99"
20224,Internet Banking,Consulta Saldo/Extrato,Não aplicável,1959959836,0
20224,Internet Banking,Outras não Financeiras,Não aplicável,1392877663,0
20224,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão próprio,13580813,"7861658832,43"
20224,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão próprio,941429,"29257550321,68"
20224,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão terceiro,485650,"483236473,79"
20224,Internet Banking,Outras Financeiras,Não aplicável,576486315,"1860770156380,99"
20224,ATM,Saque,ATM/Acesso restrito,253920976,"158827526707,18"
20224,Telefone Celular,Ordem de Transferência de Crédito,Não aplicável,353055811,"1000900399141,47"
20224,Correspondentes no País,Boletos e Convênios,Não aplicável,279487489,"104962064413,69"
20224,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão próprio,8200824,0
20224,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão terceiro,913025,"152778039847,84"
20224,Internet Banking,Boletos e Convênios,Não aplicável,373516002,"1404485174598,42"
20224,Agências,Ordem de Transferência de Crédito,Não aplicável,57062048,"3225126858091,37"
20224,Internet Banking,Saques via Pix,Não aplicável,14,"1601,06"
20224,Centrais de Atendimento,Empréstimos e Financiamentos,Não aplicável,902100,"13937421926,97"
20224,Telefone Celular,Pix,Não aplicável,6791332727,"1994280351774,37"
20224,Centrais de Atendimento,Outras Financeiras,Não aplicável,373069,"157602511287,7"
20224,Posto de Atendimento Cooperativo,Depósito,Não aplicável,17537096,"16591075517,64"
20224,ATM,Boletos e Convênios,ATM/Acesso restrito,32044342,"21940907904,7"
20224,Centrais de Atendimento,Pix,Não aplicável,94,"20921500,11"
20224,Correspondentes no País,Empréstimos e Financiamentos,Não aplicável,16970778,"61120851954,75"
20224,Agências,Empréstimos e Financiamentos,Não aplicável,173319489,"546738641370,64"
20224,Centrais de Atendimento,Consulta Saldo/Extrato,Não aplicável,31782652,0
20224,Agências,Saque,Não aplicável,42100533,"273057372287,24"
20224,ATM,Depósito,ATM/Acesso aberto/Cartão terceiro,4202903,4027069001
20224,Correspondentes no País,Saque,Não aplicável,127452802,"78571401752,29"
20224,Correspondentes no País,Outras Financeiras,Não aplicável,104145,"412274658,23"
20224,ATM,Ordem de Transferência de Crédito,ATM/Acesso restrito,13084511,"28455343829,59"
20224,Posto de Atendimento Cooperativo,Outras Financeiras,Não aplicável,42127,"710346580,54"
20224,Correspondentes no País,Pix,Não aplicável,22942,"7142755,43"
20224,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão próprio,4037014,"6699087959,17"
20224,ATM,Empréstimos e Financiamentos,ATM/Acesso restrito,9223555,"3550705043,61"
20224,Centrais de Atendimento,Outras não Financeiras,Não aplicável,30455817,0
20224,Telefone Celular,Empréstimos e Financiamentos,Não aplicável,223609627,"67475478637,85"
20224,ATM,Saque,ATM/Acesso aberto/Cartão próprio,98711691,"55745576506,44"
20224,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão terceiro,103084491,0
20224,ATM,Depósito,ATM/Acesso aberto/Cartão próprio,37255631,"45271147673,67"
20224,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão terceiro,2954,27095
20231,Agências,Depósito,Não aplicável,34696527,"2639261375066,99"
20231,Internet Banking,Boletos e Convênios,Não aplicável,358985181,"1439415222469,95"
20231,ATM,Consulta Saldo/Extrato,ATM/Acesso restrito,181117440,0
20231,Agências,Ordem de Transferência de Crédito,Não aplicável,51618852,"3094433686112,93"
20231,Internet Banking,Consulta Saldo/Extrato,Não aplicável,1967816720,0
20231,ATM,Saque,ATM/Acesso restrito,227122777,"142236648055,34"
20231,Centrais de Atendimento,Consulta Saldo/Extrato,Não aplicável,27632045,0
20231,ATM,Empréstimos e Financiamentos,ATM/Acesso restrito,9216438,"3855845720,22"
20231,Posto de Atendimento Cooperativo,Outras Financeiras,Não aplicável,131560,"2131743397,68"
20231,Posto de Atendimento Cooperativo,Boletos e Convênios,Não aplicável,20153996,"32981660881,73"
20231,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão próprio,3582684,"5898561557,18"
20231,Correspondentes no País,Outras não Financeiras,Não aplicável,1681910,0
20231,Correspondentes no País,Consulta Saldo/Extrato,Não aplicável,15823036,0
20231,Correspondentes no País,Depósito,Não aplicável,101843482,"64614354114,46"
20231,Telefone Celular,Saques via Pix,Não aplicável,1366471,"242579681,32"
20231,Posto de Atendimento Cooperativo,Ordem de Transferência de Crédito,Não aplicável,4748347,"84088878157,88"
20231,Correspondentes no País,Pix,Não aplicável,16149,"6462100,23"
20231,Centrais de Atendimento,Outras não Financeiras,Não aplicável,30244485,0
20231,ATM,Saque,ATM/Acesso aberto/Cartão terceiro,265668989,"91898853980,05"
20231,Centrais de Atendimento,Ordem de Transferência de Crédito,Não aplicável,124547,"15699856887,32"
20231,ATM,Boletos e Convênios,ATM/Acesso restrito,34090566,"24142942822,51"
20231,Correspondentes no País,Boletos e Convênios,Não aplicável,310530619,"118458129534,23"
20231,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão terceiro,446384,"439541784,1"
20231,Correspondentes no País,Ordem de Transferência de Crédito,Não aplicável,369233,"1072224152,14"
20231,Centrais de Atendimento,Outras Financeiras,Não aplicável,313768,"127557573403,31"
20231,ATM,Saque,ATM/Acesso aberto/Cartão próprio,85676526,"48276706772,82"
20231,Correspondentes no País,Outras Financeiras,Não aplicável,291243,"460015673,28"
20231,Telefone Celular,Consulta Saldo/Extrato,Não aplicável,20191032110,0
20231,Posto de Atendimento Cooperativo,Saque,Não aplicável,45554825,"16764370935,09"
20231,ATM,Pix,ATM/Acesso aberto/Cartão terceiro,750451,179441300
20231,Agências,Consulta Saldo/Extrato,Não aplicável,127956325,0
20231,Internet Banking,Outras não Financeiras,Não aplicável,954614359,0
20231,ATM,Depósito,ATM/Acesso aberto/Cartão terceiro,4418745,4077732194
20231,Centrais de Atendimento,Empréstimos e Financiamentos,Não aplicável,978164,"14714488393,74"
20231,Internet Banking,Ordem de Transferência de Crédito,Não aplicável,201471861,"6662249841284,5"
