trimestre,canalAcesso,produto,acessoATM,qtdTransacoes,valorTransacoes
20231,ATM,Ordem de Transferência de Crédito,ATM/Acesso restrito,12267870,"26939771121,4"
20231,Telefone Celular,Outras não Financeiras,Não aplicável,3907632821,0
20231,ATM,Outras não Financeiras,ATM/Acesso restrito,98436422,0
20231,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão próprio,1000954,"1351389367,89"
20231,Telefone Celular,Boletos e Convênios,Não aplicável,1101739291,"696061403187,14"
20231,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão terceiro,735516,"56641021080,51"
20231,Internet Banking,Outras Financeiras,Não aplicável,611592626,"1852652408910,54"
20231,Agências,Pix,Não aplicável,18071314,"11755127979,85"
20231,Telefone Celular,Ordem de Transferência de Crédito,Não aplicável,326582295,"900220957218,92"
20231,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão terceiro,2371,185589
20231,Agências,Saque,Não aplicável,40538533,"248315037747,04"
20231,Internet Banking,Pix,Não aplicável,169659058,"909732577828,56"
20231,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão próprio,13593168,"8003362944,27"
20231,ATM,Outras Financeiras,ATM/Acesso restrito,1105737,"7037920418,93"
20231,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão próprio,921487,"30106820729,53"
20231,Agências,Empréstimos e Financiamentos,Não aplicável,173506441,"457879688904,3"
20231,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão próprio,8361738,0
20231,Agências,Outras não Financeiras,Não aplicável,58383365,0
20231,Correspondentes no País,Empréstimos e Financiamentos,Não aplicável,17623401,"61861300390,04"
20231,Telefone Celular,Outras Financeiras,Não aplicável,670455549,"221626044294,18"
20231,Correspondentes no País,Saque,Não aplicável,125395002,"77848523715,78"
20231,Internet Banking,Empréstimos e Financiamentos,Não aplicável,44050597,"133016629597,58"
20231,Posto de Atendimento Cooperativo,Depósito,Não aplicável,17609995,"15691343086,2"
20231,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão terceiro,149949,"345554880,08"
20231,Internet Banking,Saques via Pix,Não aplicável,14,"2082,75"
20231,ATM,Depósito,ATM/Acesso aberto/Cartão próprio,34512022,"41057226180,61"
20231,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão próprio,212641909,0
20231,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão terceiro,28265,0
20231,Centrais de Atendimento,Boletos e Convênios,Não aplicável,139036,"299573134,39"
20231,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão terceiro,95506349,0
20231,ATM,Depósito,ATM/Acesso restrito,136980301,"138753446535,07"
20231,Telefone Celular,Empréstimos e Financiamentos,Não aplicável,232745902,"74690388541,75"
20231,Agências,Outras Financeiras,Não aplicável,152029081,"3686618962978,91"
20231,Telefone Celular,Pix,Não aplicável,7101747794,"1901810753130,53"
20231,Agências,Boletos e Convênios,Não aplicável,57135873,"123768144020,47"
20232,ATM,Saque,ATM/Acesso restrito,232406733,"149313630655,55"
20232,Posto de Atendimento Cooperativo,Boletos e Convênios,Não aplicável,21586618,"41991867506,32"
20232,ATM,Depósito,ATM/Acesso restrito,135220492,"126259668709,27"
20232,Telefone Celular,Outras Financeiras,Não aplicável,694554283,"228997443788,63"
20232,Internet Banking,Saques via Pix,Não aplicável,29,"4009,84"
20232,Agências,Boletos e Convênios,Não aplicável,48645889,"122180824432,53"
20232,Agências,Pix,Não aplicável,73385171,"14924484814,86"
20232,Agências,Depósito,Não aplicável,34940968,"2358892766639,67"
20232,Posto de Atendimento Cooperativo,Depósito,Não aplicável,20220478,"17792978517,29"
20232,Telefone Celular,Ordem de Transferência de Crédito,Não aplicável,317058138,"921746292666,3"
20232,Telefone Celular,Pix,Não aplicável,8240133319,"2096798547326,32"
20232,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão próprio,3494108,"5911333626,34"
20232,ATM,Outras Financeiras,ATM/Acesso restrito,1116786,"26006837456,01"
20232,Centrais de Atendimento,Outras não Financeiras,Não aplicável,28824394,0
20232,Correspondentes no País,Consulta Saldo/Extrato,Não aplicável,16020674,0
20232,Agências,Empréstimos e Financiamentos,Não aplicável,172781706,"497268869975,31"
20232,Telefone Celular,Empréstimos e Financiamentos,Não aplicável,198977626,"73277856077,93"
20232,ATM,Depósito,ATM/Acesso aberto/Cartão terceiro,4919278,4316676719
20232,Posto de Atendimento Cooperativo,Saque,Não aplicável,49653226,"17643397933,18"
20232,Agências,Ordem de Transferência de Crédito,Não aplicável,51224025,"3217759064736,11"
20232,Telefone Celular,Consulta Saldo/Extrato,Não aplicável,20959208679,0
20232,Centrais de Atendimento,Boletos e Convênios,Não aplicável,124293,"219507377,54"
20232,Agências,Outras não Financeiras,Não aplicável,58681927,0
20232,ATM,Depósito,ATM/Acesso aberto/Cartão próprio,35102799,"40606877881,11"
20232,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão próprio,873522,"30328021795,75"
20232,Centrais de Atendimento,Consulta Saldo/Extrato,Não aplicável,26588370,0
20232,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão próprio,12032544,"6954350593,06"
20232,Posto de Atendimento Cooperativo,Outras Financeiras,Não aplicável,177767,"3095933074,73"
20232,Internet Banking,Outras não Financeiras,Não aplicável,908857146,0
20232,Correspondentes no País,Outras não Financeiras,Não aplicável,1547958,0
20232,Telefone Celular,Saques via Pix,Não aplicável,1631451,"285539964,17"
20232,Correspondentes no País,Empréstimos e Financiamentos,Não aplicável,17365595,"69760680340,15"
20232,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão terceiro,1573,5731
20232,ATM,Pix,ATM/Acesso aberto/Cartão terceiro,919973,237578660
20232,Posto de Atendimento Cooperativo,Empréstimos e Financiamentos,Não aplicável,2431,"9654080,18"
20232,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão próprio,834298,"1553861397,26"
20232,ATM,Saque,ATM/Acesso aberto/Cartão próprio,85038759,"49729919578,32"
20232,Internet Banking,Boletos e Convênios,Não aplicável,349288338,"1450491980144,61"
20232,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão terceiro,96206737,0
20232,ATM,Empréstimos e Financiamentos,ATM/Acesso restrito,8370225,"3610520831,16"
20232,Correspondentes no País,Depósito,Não aplicável,98252333,"65027491099,92"
20232,Correspondentes no País,Boletos e Convênios,Não aplicável,263808383,"100450286079,14"
20232,Internet Banking,Empréstimos e Financiamentos,Não aplicável,43567677,"132193911883,41"
20232,Correspondentes no País,Saque,Não aplicável,124333416,"78522425966,69"
20232,ATM,Ordem de Transferência de Crédito,ATM/Acesso restrito,11503485,"27720624140,54"
20232,Correspondentes no País,Ordem de Transferência de Crédito,Não aplicável,378406,"1150974050,6"
20232,Internet Banking,Ordem de Transferência de Crédito,Não aplicável,202519083,"7024212930400,87"
20232,Centrais de Atendimento,Outras Financeiras,Não aplicável,318455,"134500474258,24"
20232,ATM,Consulta Saldo/Extrato,ATM/Acesso restrito,192863410,0
20232,Correspondentes no País,Outras Financeiras,Não aplicável,301394,"293823333,98"
20232,Agências,Outras Financeiras,Não aplicável,144365103,"3340954835056,87"
20232,ATM,Outras não Financeiras,ATM/Acesso restrito,94337905,0
20232,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão próprio,212282250,0
20232,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão terceiro,459661,"451268386,13"
20232,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão terceiro,27541,0
20232,Internet Banking,Consulta Saldo/Extrato,Não aplicável,1775950387,0
20232,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão próprio,7658635,0
20232,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão terceiro,734442,"161994405575,8"
20232,Centrais de Atendimento,Ordem de Transferência de Crédito,Não aplicável,118544,"13940422826,77"
20232,Correspondentes no País,Pix,Não aplicável,5910,"2025862,08"
20232,ATM,Saque,ATM/Acesso aberto/Cartão terceiro,267013011,91476868954
20232,Internet Banking,Pix,Não aplicável,187938085,"1049771971770,97"
20232,Telefone Celular,Outras não Financeiras,Não aplicável,3833103114,0
20232,ATM,Boletos e Convênios,ATM/Acesso restrito,29048880,"19729916953,87"
20232,Internet Banking,Outras Financeiras,Não aplicável,663625286,"1900461817763,24"
20232,Centrais de Atendimento,Empréstimos e Financiamentos,Não aplicável,1009488,"15079603973,92"
20232,Telefone Celular,Boletos e Convênios,Não aplicável,1103651394,"698325380194,76"
20232,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão terceiro,131933,"298681635,14"
20232,Agências,Consulta Saldo/Extrato,Não aplicável,122424894,0
20232,Posto de Atendimento Cooperativo,Ordem de Transferência de Crédito,Não aplicável,4906292,"99925962355,09"
20232,Agências,Saque,Não aplicável,40787264,"256293225987,31"
20233,ATM,Ordem de Transferência de Crédito,ATM/Acesso restrito,11008882,"25617874025,58"
20233,Posto de Atendimento Cooperativo,Saque,Não aplicável,55398692,"17851985898,26"
20233,ATM,Depósito,ATM/Acesso aberto/Cartão terceiro,5603567,4690637705
20233,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão próprio,6890287,0
20233,Correspondentes no País,Consulta Saldo/Extrato,Não aplicável,15288746,0
20233,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão próprio,10479024,"6092954869,14"
20233,Correspondentes no País,Empréstimos e Financiamentos,Não aplicável,18284595,"78416079244,18"
20233,Posto de Atendimento Cooperativo,Outras Financeiras,Não aplicável,233417,"3986696565,61"
20233,ATM,Depósito,ATM/Acesso restrito,141209083,"123770262837,46"
20233,ATM,Outras Financeiras,ATM/Acesso restrito,1189983,"8165930863,32"
20233,Internet Banking,Saques via Pix,Não aplicável,11,"2033,96"
20233,ATM,Saque,ATM/Acesso restrito,223640055,"144767569739,25"
20233,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão terceiro,27432,0
20233,Agências,Outras Financeiras,Não aplicável,153182457,"3459916426857,8"
20233,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão terceiro,679481,"69228117848,93"
20233,ATM,Saque,ATM/Acesso aberto/Cartão próprio,80484959,"47729466267,04"
20233,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão próprio,196223554,0
20233,Telefone Celular,Pix,Não aplicável,9548291760,"2254310846305,62"
20233,ATM,Depósito,ATM/Acesso aberto/Cartão próprio,32692283,"37632826380,63"
20233,Internet Banking,Empréstimos e Financiamentos,Não aplicável,95662084,"140777224276,8"
20233,Telefone Celular,Consulta Saldo/Extrato,Não aplicável,22388158216,0
20233,ATM,Saque,ATM/Acesso aberto/Cartão terceiro,263732115,88228192311
20233,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão próprio,616710,"1474399026,02"
20233,Centrais de Atendimento,Outras não Financeiras,Não aplicável,32177676,0
20233,Posto de Atendimento Cooperativo,Ordem de Transferência de Crédito,Não aplicável,6779856,"107967485978,31"
20233,Centrais de Atendimento,Boletos e Convênios,Não aplicável,128068,"262733549,68"
20233,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão terceiro,107678,"234184900,21"
20233,Posto de Atendimento Cooperativo,Empréstimos e Financiamentos,Não aplicável,2276,"13781922,15"
20233,Telefone Celular,Ordem de Transferência de Crédito,Não aplicável,324581683,"958658052883,14"
20233,Correspondentes no País,Outras Financeiras,Não aplicável,323896,"306854607,91"
20233,Centrais de Atendimento,Consulta Saldo/Extrato,Não aplicável,25038683,0
20233,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão próprio,3152922,"5240413039,46"
20233,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão terceiro,447376,"451862390,17"
20233,Correspondentes no País,Outras não Financeiras,Não aplicável,1865993,0
20233,Telefone Celular,Outras Financeiras,Não aplicável,687597046,"236367427290,86"
20233,Agências,Pix,Não aplicável,59552207,"15500069169,94"
20233,Agências,Saque,Não aplicável,36886285,"252571120497,21"
20233,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão terceiro,92467044,0
20233,Agências,Ordem de Transferência de Crédito,Não aplicável,50071781,"3090150097537,11"
20233,Agências,Empréstimos e Financiamentos,Não aplicável,172545614,"517027731755,66"
20233,Telefone Celular,Saques via Pix,Não aplicável,1997810,"394248184,15"
20233,ATM,Pix,ATM/Acesso aberto/Cartão terceiro,1093065,306733208
20233,Centrais de Atendimento,Ordem de Transferência de Crédito,Não aplicável,123761,"15078464515,53"
20233,Correspondentes no País,Boletos e Convênios,Não aplicável,251618852,"92771663356,48"
20233,Agências,Boletos e Convênios,Não aplicável,46891692,"114726967606,96"
20233,Internet Banking,Pix,Não aplicável,202050919,"1094989683815,62"
20233,Centrais de Atendimento,Empréstimos e Financiamentos,Não aplicável,3633064,"11599647475,37"
20233,ATM,Boletos e Convênios,ATM/Acesso restrito,26887164,"18094344381,91"
20233,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão terceiro,1245,2981
20233,Internet Banking,Outras Financeiras,Não aplicável,606432416,"1947933722795,07"
20233,Telefone Celular,Empréstimos e Financiamentos,Não aplicável,201583557,"79678180106,96"
20233,Correspondentes no País,Ordem de Transferência de Crédito,Não aplicável,461475,"1457068573,18"
20233,Telefone Celular,Boletos e Convênios,Não aplicável,1061309410,"683454584118,82"
20233,ATM,Outras não Financeiras,ATM/Acesso restrito,88583346,0
20233,ATM,Empréstimos e Financiamentos,ATM/Acesso restrito,8117305,"4465710229,9"
20233,ATM,Consulta Saldo/Extrato,ATM/Acesso restrito,198758775,0
20233,Agências,Consulta Saldo/Extrato,Não aplicável,121333179,0
20233,Correspondentes no País,Saque,Não aplicável,122827742,"76145368568,23"
20233,Internet Banking,Ordem de Transferência de Crédito,Não aplicável,203465814,"6711515812872,47"
20233,Posto de Atendimento Cooperativo,Depósito,Não aplicável,22041486,"17876848685,16"
20233,Correspondentes no País,Depósito,Não aplicável,102605619,"69161445734,6"
20233,Agências,Depósito,Não aplicável,35099977,"2377627898977,92"
20233,Agências,Outras não Financeiras,Não aplicável,57166212,0
20233,ATM,Pix,ATM/Acesso restrito,3,3300
20233,Centrais de Atendimento,Outras Financeiras,Não aplicável,336541,"133157865538,62"
20233,Telefone Celular,Outras não Financeiras,Não aplicável,4055471962,0
20233,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão próprio,880799,"29572014896,76"
20233,Internet Banking,Consulta Saldo/Extrato,Não aplicável,1680136827,0
20233,Internet Banking,Boletos e Convênios,Não aplicável,415578695,"1537212386130,9"
20233,Posto de Atendimento Cooperativo,Boletos e Convênios,Não aplicável,64526003,"64788345141,01"
20233,Internet Banking,Outras não Financeiras,Não aplicável,950380668,0
20234,Telefone Celular,Boletos e Convênios,Não aplicável,1062983957,"731439565968,06"
20234,ATM,Outras não Financeiras,ATM/Acesso restrito,87494511,0
20234,Centrais de Atendimento,Consulta Saldo/Extrato,Não aplicável,57980859,0
20234,Telefone Celular,Consulta Saldo/Extrato,Não aplicável,21866654005,0
20234,ATM,Depósito,ATM/Acesso aberto/Cartão terceiro,6054477,4982501185
20234,Correspondentes no País,Depósito,Não aplicável,98008251,"67983194719,03"
20234,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão terceiro,99198,"223219947,45"
20234,Agências,Empréstimos e Financiamentos,Não aplicável,161661030,"525575985060,15"
20234,Agências,Pix,Não aplicável,71300489,"20954193115,01"
20234,ATM,Pix,ATM/Acesso aberto/Cartão terceiro,1241485,383757878
20234,Correspondentes no País,Ordem de Transferência de Crédito,Não aplicável,376774,"1242497048,26"
20234,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão próprio,654737,"1932379301,8"
20234,Internet Banking,Empréstimos e Financiamentos,Não aplicável,40200754,"121303189265,38"
20234,Centrais de Atendimento,Outras Financeiras,Não aplicável,361673,"185704383655,58"
20234,Correspondentes no País,Outras não Financeiras,Não aplicável,1707681,0
20234,Agências,Consulta Saldo/Extrato,Não aplicável,112600695,0
20234,Correspondentes no País,Outras Financeiras,Não aplicável,301222,"344564298,71"
20234,ATM,Consulta Saldo/Extrato,ATM/Acesso restrito,272862287,0
20234,Agências,Saque,Não aplicável,37218098,"275936247477,1"
20234,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão próprio,10155433,"6199198266,72"
20234,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão próprio,841426,"29457147055,52"
20234,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão terceiro,91366867,0
20234,Correspondentes no País,Empréstimos e Financiamentos,Não aplicável,19844375,"82553894526,49"
20234,ATM,Empréstimos e Financiamentos,ATM/Acesso restrito,8112220,"4964794797,43"
20234,Posto de Atendimento Cooperativo,Depósito,Não aplicável,25233820,"18534160937,19"
20234,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão próprio,3086395,"5153405423,06"
20234,ATM,Saque,ATM/Acesso restrito,217957879,"142900703586,06"
20234,ATM,Pix,ATM/Acesso restrito,1,1790
20234,Correspondentes no País,Consulta Saldo/Extrato,Não aplicável,14892016,0
20234,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão próprio,190027320,0
20234,ATM,Saque,ATM/Acesso aberto/Cartão terceiro,262076856,"88270862314,31"
20234,Agências,Outras Financeiras,Não aplicável,156265007,"3466898591590,18"
20234,ATM,Boletos e Convênios,ATM/Acesso restrito,28018448,"20679444520,89"
20234,Agências,Outras não Financeiras,Não aplicável,53564442,0
20234,Internet Banking,Consulta Saldo/Extrato,Não aplicável,1497323238,0
20234,Telefone Celular,Saques via Pix,Não aplicável,2512396,"568373369,43"
20234,ATM,Ordem de Transferência de Crédito,ATM/Acesso restrito,10688215,"24749235642,97"
20234,Centrais de Atendimento,Empréstimos e Financiamentos,Não aplicável,859643,"11657640271,78"
20234,Telefone Celular,Empréstimos e Financiamentos,Não aplicável,209731025,"82920132126,99"
20234,Telefone Celular,Outras não Financeiras,Não aplicável,4706688052,0
20234,ATM,Outras Financeiras,ATM/Acesso restrito,1166246,"7895804487,06"
20234,Agências,Depósito,Não aplicável,34292026,"2297053964974,06"
20234,Posto de Atendimento Cooperativo,Ordem de Transferência de Crédito,Não aplicável,578234,"29863742264,84"
20234,Internet Banking,Boletos e Convênios,Não aplicável,408017919,"1579325348033,4"
20234,ATM,Depósito,ATM/Acesso aberto/Cartão próprio,31998035,"36133556597,35"
20234,Agências,Saques via Pix,Não aplicável,1,900
20234,Centrais de Atendimento,Outras não Financeiras,Não aplicável,27070524,0
20234,Correspondentes no País,Saque,Não aplicável,119396448,"74799020415,02"
20234,Internet Banking,Outras não Financeiras,Não aplicável,740861638,0
20234,Agências,Boletos e Convênios,Não aplicável,45675334,"141589418707,52"
20234,ATM,Saque,ATM/Acesso aberto/Cartão próprio,81770324,"49354317917,25"
20234,Internet Banking,Ordem de Transferência de Crédito,Não aplicável,218427210,"7246709658237,49"
20234,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão próprio,6461043,0
20234,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão terceiro,602991,"84614161329,96"
20234,Internet Banking,Outras Financeiras,Não aplicável,573475462,"1985418570355,82"
20234,Posto de Atendimento Cooperativo,Boletos e Convênios,Não aplicável,49888735,"54040471468,52"
20234,Telefone Celular,Ordem de Transferência de Crédito,Não aplicável,326514776,"1008879832918,96"
20234,Internet Banking,Saques via Pix,Não aplicável,43,"16612,53"
20234,Telefone Celular,Pix,Não aplicável,11184456959,"2591520268893,74"
20234,ATM,Depósito,ATM/Acesso restrito,70272003,"68224031845,08"
20234,Internet Banking,Pix,Não aplicável,428265893,"1282452468062,41"
20234,Agências,Ordem de Transferência de Crédito,Não aplicável,88201324,"4203665293119,76"
20234,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão terceiro,440217,"456809410,83"
20234,Telefone Celular,Outras Financeiras,Não aplicável,719628407,"258777079562,03"
20234,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão terceiro,967,49739
20234,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão terceiro,24062,0
20234,Posto de Atendimento Cooperativo,Outras Financeiras,Não aplicável,242240,"4542545464,48"
20234,Centrais de Atendimento,Ordem de Transferência de Crédito,Não aplicável,132852,"11951758214,76"
20234,Centrais de Atendimento,Boletos e Convênios,Não aplicável,91726,"127306559,83"
20234,Posto de Atendimento Cooperativo,Saque,Não aplicável,63949109,"18623401384,89"
20234,Correspondentes no País,Boletos e Convênios,Não aplicável,245918438,"93257707689,16"
20234,Posto de Atendimento Cooperativo,Empréstimos e Financiamentos,Não aplicável,892,11329958
20241,Correspondentes no País,Boletos e Convênios,Não aplicável,237343464,"96898148791,75"
20241,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão próprio,130738020,0
20241,ATM,Saque,ATM/Acesso restrito,195412895,"130206772495,42"
20241,Internet Banking,Outras não Financeiras,Não aplicável,786864483,0
20241,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão próprio,815561,"28415682171,8"
20241,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão próprio,6603422,0
20241,Telefone Celular,Empréstimos e Financiamentos,Não aplicável,178885530,"86524735974,05"
20241,Correspondentes no País,Depósito,Não aplicável,88585365,"62347207990,87"
20241,Centrais de Atendimento,Consulta Saldo/Extrato,Não aplicável,57385231,0
20241,Centrais de Atendimento,Outras não Financeiras,Não aplicável,13869272,0
20241,Agências,Outras não Financeiras,Não aplicável,53994018,0
20241,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão terceiro,83619537,0
20241,ATM,Depósito,ATM/Acesso restrito,71992204,"75397770962,55"
20241,Internet Banking,Outras Financeiras,Não aplicável,560597277,"1607776738783,01"
20241,ATM,Depósito,ATM/Acesso aberto/Cartão terceiro,6214846,5089779562
20241,Agências,Empréstimos e Financiamentos,Não aplicável,166854780,"509612005632,16"
20241,Telefone Celular,Saques via Pix,Não aplicável,2745933,"652760022,39"
20241,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão terceiro,1680,10870
20241,Internet Banking,Boletos e Convênios,Não aplicável,336146379,"1027087591540,87"
20241,Posto de Atendimento Cooperativo,Depósito,Não aplicável,25588010,"18305629862,57"
20241,Correspondentes no País,Empréstimos e Financiamentos,Não aplicável,31698041,"83837171137,9"
20241,Centrais de Atendimento,Empréstimos e Financiamentos,Não aplicável,828339,"18146496247,3"
20241,Agências,Depósito,Não aplicável,30964444,2266495991564
20241,Posto de Atendimento Cooperativo,Saque,Não aplicável,66416194,"18636563188,55"
20241,Telefone Celular,Outras não Financeiras,Não aplicável,3885646737,0
20241,ATM,Saque,ATM/Acesso aberto/Cartão terceiro,236865221,"78391052141,3"
20241,Internet Banking,Empréstimos e Financiamentos,Não aplicável,40286357,"92997617268,36"
20241,Telefone Celular,Ordem de Transferência de Crédito,Não aplicável,304841932,"944724693415,74"
20241,Centrais de Atendimento,Boletos e Convênios,Não aplicável,56389,"45765582,8"
20241,Agências,Outras Financeiras,Não aplicável,157786818,"3370855791851,14"
20241,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão terceiro,105373,"253475930,06"
20241,Agências,Saque,Não aplicável,34460621,"186502339125,11"
20241,ATM,Empréstimos e Financiamentos,ATM/Acesso restrito,7447127,"5174410455,81"
20241,Telefone Celular,Consulta Saldo/Extrato,Não aplicável,22931861317,0
20241,Correspondentes no País,Outras Financeiras,Não aplicável,348105,"286628401,33"
20241,Agências,Consulta Saldo/Extrato,Não aplicável,116892807,0
20241,Centrais de Atendimento,Ordem de Transferência de Crédito,Não aplicável,128360,"13600341160,56"
20241,ATM,Consulta Saldo/Extrato,ATM/Acesso restrito,180088068,0
20241,Internet Banking,Pix,Não aplicável,300580671,"1351561115530,29"
20241,Posto de Atendimento Cooperativo,Pix,Não aplicável,27,"147766,93"
20241,Correspondentes no País,Outras não Financeiras,Não aplicável,784052,0
20241,Internet Banking,Saques via Pix,Não aplicável,35,"10487,91"
20241,ATM,Boletos e Convênios,ATM/Acesso restrito,22523415,"17740343935,11"
20241,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão terceiro,537452,"74554186045,06"
20241,Posto de Atendimento Cooperativo,Outras Financeiras,Não aplicável,274810,"4504900476,2"
20241,ATM,Pix,ATM/Acesso aberto/Cartão terceiro,1307392,421590340
20241,ATM,Ordem de Transferência de Crédito,ATM/Acesso restrito,9554656,"21878471072,63"
20241,Centrais de Atendimento,Pix,Não aplicável,8,"1455,98"
20241,Centrais de Atendimento,Outras Financeiras,Não aplicável,327954,"117921560320,31"
20241,Agências,Pix,Não aplicável,81802122,"22127471402,17"
20241,ATM,Outras não Financeiras,ATM/Acesso restrito,95470147,0
20241,Telefone Celular,Pix,Não aplicável,11837266795,"2794916012035,12"
20241,Agências,Ordem de Transferência de Crédito,Não aplicável,47155666,"2149762153833,19"
20241,ATM,Outras Financeiras,ATM/Acesso restrito,888998,"5792992027,61"
20241,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão terceiro,18926,0
20241,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão próprio,605702,"1980369766,08"
20241,Telefone Celular,Boletos e Convênios,Não aplicável,914338317,"687300788063,78"
20241,Correspondentes no País,Ordem de Transferência de Crédito,Não aplicável,360603,"1118254404,14"
20241,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão próprio,2808100,"4687142650,1"
20241,Correspondentes no País,Consulta Saldo/Extrato,Não aplicável,14528620,0
20241,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão próprio,10411537,"6562327021,96"
20241,Telefone Celular,Outras Financeiras,Não aplicável,586360202,"205022413183,79"
20241,ATM,Saque,ATM/Acesso aberto/Cartão próprio,71785743,"43841019501,77"
20241,Posto de Atendimento Cooperativo,Ordem de Transferência de Crédito,Não aplicável,490201,"26410388421,6"
20241,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão terceiro,391420,"406228435,12"
20241,Posto de Atendimento Cooperativo,Boletos e Convênios,Não aplicável,48973827,"52778432660,04"
20241,Internet Banking,Consulta Saldo/Extrato,Não aplicável,1287080583,0
20241,Internet Banking,Ordem de Transferência de Crédito,Não aplicável,189610385,"5866299135151,32"
20241,Posto de Atendimento Cooperativo,Empréstimos e Financiamentos,Não aplicável,573,"10479011,03"
20241,ATM,Depósito,ATM/Acesso aberto/Cartão próprio,30939898,"34433216720,94"
20241,Agências,Boletos e Convênios,Não aplicável,44588912,"114830855626,14"
20241,Correspondentes no País,Saque,Não aplicável,110188859,"70135827834,19"
20242,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão próprio,2826476,"4824935829,78"
20242,Correspondentes no País,Empréstimos e Financiamentos,Não aplicável,32471301,"95366843029,63"
20242,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão terceiro,479086,"76036454978,57"
20242,Agências,Outras não Financeiras,Não aplicável,55706232,0
20242,Internet Banking,Empréstimos e Financiamentos,Não aplicável,45177747,"123713449897,25"
20242,Internet Banking,Saques via Pix,Não aplicável,40,"5341,82"
20242,ATM,Pix,ATM/Acesso aberto/Cartão terceiro,1219868,422574160
20242,ATM,Consulta Saldo/Extrato,ATM/Acesso restrito,172658465,0
20242,Internet Banking,Pix,Não aplicável,367667205,"1646255179314,28"
20242,ATM,Depósito,ATM/Acesso restrito,74024651,"75013879096,98"
20242,Correspondentes no País,Saque,Não aplicável,113302516,"75387677743,12"
20242,Correspondentes no País,Consulta Saldo/Extrato,Não aplicável,15176743,0
20242,Internet Banking,Boletos e Convênios,Não aplicável,371529990,"1129030145176,08"
20242,Agências,Consulta Saldo/Extrato,Não aplicável,117353873,0
